Posição;Município;Código do IBGE;Abreviação;Unidade federativa;Área (km²)
3412;Paracuru;2310209;CE;Ceará;303.253
2344;Paraibano;2107704;MA;Maranhão;530.500
3425;Paraipaba;2310258;CE;Ceará;301.123
660;Parambu;2310308;CE;Ceará;2 303.402
1295;Paramirim;2923605;BA;Bahia;1 115.641
2506;Paramoti;2310407;CE;Ceará;482.648
3927;Paranatama;2610301;PE;Pernambuco;230.878
5293;Paraná;2408607;RN; Rio Grande do Norte;81.390
4869;Parari;2510659;PB;Paraíba;128.483
525;Paratinga;2923704;BA;Bahia;2 956.387
3611;Parazinho;2408805;RN; Rio Grande do Norte;274.668
2802;Paraú;2408706;RN; Rio Grande do Norte;410.858
2402;Parelhas;2408904;RN; Rio Grande do Norte;513.052
3699;Pariconha;2706422;AL;Alagoas;260.858
2904;Paripiranga;2923803;BA;Bahia;388.784
5201;Paripueira;2706448;AL;Alagoas;92.712
460;Parnaguá;2207603;PI;Piauí;3 284.562
587;Parnamirimdesambiguação;2610400;PE;Pernambuco;2 608.072
4944;Parnamirimdesambiguação;2403251;RN; Rio Grande do Norte;120.202
438;Parnarama;2107803;MA;Maranhão;3 487.119
2688;Parnaíba;2207702;PI;Piauí;435.564
5507;Passa e Fica;2409100;RN; Rio Grande do Norte;42.137
1074;Passagem Franca;2107902;MA;Maranhão;1 358.302
1609;Passagem Franca do Piauí;2207751;PI;Piauí;849.601
5023;Passagemdesambiguação;2510709;PB;Paraíba;111.875
5509;Passagemdesambiguação;2409209;RN; Rio Grande do Norte;41.235
3223;Passira;2610509;PE;Pernambuco;329.755
4342;Passo de Camaragibe;2706505;AL;Alagoas;187.197
904;Pastos Bons;2108009;MA;Maranhão;1 620.196
2404;Patos;2510808;PB;Paraíba;512.791
1863;Patos do Piauí;2207777;PI;Piauí;723.273
3297;Patu;2409308;RN; Rio Grande do Norte;319.132
2129;Pau Brasil;2923902;BA;Bahia;609.505
2730;Pau d'Arco do Piauí;2207793;PI;Piauí;426.628
3708;Pau dos Ferros;2409407;RN; Rio Grande do Norte;259.960
3588;Paudalho;2610608;PE;Pernambuco;277.796
1436;Paulino Neves;2108058;MA;Maranhão;979.341
2214;Paulista;2510907;PB;Paraíba;576.880
5192;Paulista;2610707;PE;Pernambuco;93.518
841;Paulistana;2207801;PI;Piauí;1 751.993
935;Paulo Afonso;2924009;BA;Bahia;1 573.627
5067;Paulo Jacinto;2706604;AL;Alagoas;107.943
1517;Paulo Ramosdesambiguação;2108108;MA;Maranhão;927.317
980;Pavussu;2207850;PI;Piauí;1 494.687
4832;Paço do Lumiar;2107506;MA;Maranhão;132.410
1716;Pedra;2610806;PE;Pernambuco;803.024
1120;Pedra Brancadesambiguação;2310506;CE;Ceará;1 303.273
4264;Pedra Brancadesambiguação;2511004;PB;Paraíba;193.733
4006;Pedra Grande;2409506;RN; Rio Grande do Norte;221.429
3099;Pedra Lavrada;2511103;PB;Paraíba;351.688
5291;Pedra Mole;2805000;SE;Sergipe;81.616
3465;Pedra Pretadesambiguação;2409605;RN; Rio Grande do Norte;294.979
2859;Pedras de Fogo;2511202;PB;Paraíba;401.120
3508;Pedreirasdesambiguação;2108207;MA;Maranhão;288.507
5531;Pedrinhas;2805109;SE;Sergipe;33.942
1305;Pedro Alexandredesambiguação;2924207;BA;Bahia;1 110.078
1477;Pedro Avelino;2409704;RN; Rio Grande do Norte;952.688
842;Pedro do Rosário;2108256;MA;Maranhão;1 749.866
968;Pedro IIdesambiguação;2207900;PI;Piauí;1 518.186
1643;Pedro Laurentino;2207934;PI;Piauí;835.050
5353;Pedro Régis;2512721;PB;Paraíba;73.362
4271;Pedro Velho;2409803;RN; Rio Grande do Norte;192.707
4460;Pedrão;2924108;BA;Bahia;172.458
4307;Penaforte;2310605;CE;Ceará;190.428
1748;Penalva;2108306;MA;Maranhão;785.565
2766;Pendências;2409902;RN; Rio Grande do Norte;419.141
1939;Penedo;2706703;AL;Alagoas;689.269
1057;Pentecoste;2310704;CE;Ceará;1 378.295
2701;Pereirodesambiguação;2310803;CE;Ceará;432.881
2834;Peri Mirim;2108405;MA;Maranhão;405.295
1817;Peritoró;2108454;MA;Maranhão;747.682
1411;Pesqueira;2610905;PE;Pernambuco;1 000.225
328;Petrolina;2611101;PE;Pernambuco;4 558.537
1357;Petrolândiadesambiguação;2611002;PE;Pernambuco;1 056.648
2243;Piancó;2511301;PB;Paraíba;564.730
973;Piatã;2924306;BA;Bahia;1 508.036
3868;Piaçabuçu;2706802;AL;Alagoas;239.989
1715;Picos;2208007;PI;Piauí;803.261
1989;Picuí;2511400;PB;Paraíba;665.570
3795;Pilar;2706901;AL;Alagoas;248.975
5127;Pilar;2511509;PB;Paraíba;101.262
111;Pilão Arcado;2924405;BA;Bahia;11 700.012
5405;Pilõesdesambiguação;2511608;PB;Paraíba;64.447
5281;Pilõesdesambiguação;2410009;RN; Rio Grande do Norte;82.691
5503;Pilõezinhos;2511707;PB;Paraíba;43.900
327;Pimenteiras;2208106;PI;Piauí;4 577.587
3878;Pindaré-Mirim;2108504;MA;Maranhão;238.542
1887;Pindaí;2924504;BA;Bahia;715.482
5272;Pindoba;2707008;AL;Alagoas;83.218
2353;Pindobaçu;2924603;BA;Bahia;527.742
5358;Pindoretama;2310852;CE;Ceará;72.855
998;Pinheiro;2108603;MA;Maranhão;1 465.503
4603;Pinhão;2805208;SE;Sergipe;155.886
2349;Pintadas;2924652;BA;Bahia;529.211
768;Pio IX;2208205;PI;Piauí;1 948.843
1686;Pio XII;2108702;MA;Maranhão;817.346
2188;Piquet Carneiro;2310902;CE;Ceará;587.887
641;Piracuruca;2208304;PI;Piauí;2 380.511
4042;Pirambu;2805307;SE;Sergipe;218.084
2822;Piranhas;2707107;AL;Alagoas;407.647
1941;Pirapemas;2108801;MA;Maranhão;688.737
3962;Piraí do Norte;2924678;BA;Bahia;227.638
3852;Pires Ferreira;2310951;CE;Ceará;242.189
1034;Piripiri;2208403;PI;Piauí;1 408.928
2023;Piripá;2924702;BA;Bahia;651.302
1420;Piritiba;2924801;BA;Bahia;990.598
5303;Pirpirituba;2511806;PB;Paraíba;79.849
4796;Pitimbu;2511905;PB;Paraíba;136.045
1497;Planaltino;2924900;BA;Bahia;938.104
1865;Planalto;2925006;BA;Bahia;722.987
2077;Pocinhos;2512002;PB;Paraíba;629.521
3305;Pojuca;2925204;BA;Bahia;318.205
1565;Pombaldesambiguação;2512101;PB;Paraíba;888.811
4125;Pombos;2611309;PE;Pernambuco;207.656
2577;Ponto Novo;2925253;BA;Bahia;465.311
1114;Poranga;2311009;CE;Ceará;1 309.274
5043;Portalegre;2410207;RN; Rio Grande do Norte;110.052
4052;Porteiras;2311108;CE;Ceará;217.570
3769;Porto;2208502;PI;Piauí;252.713
1275;Porto Alegre do Piauí;2208551;PI;Piauí;1 136.804
3703;Porto Calvo;2707305;AL;Alagoas;260.158
1553;Porto da Folha;2805604;SE;Sergipe;896.937
3664;Porto de Pedras;2707404;AL;Alagoas;266.236
3302;Porto do Mangue;2410256;RN; Rio Grande do Norte;318.636
1029;Porto Franco;2109007;MA;Maranhão;1 417.483
3866;Porto Real do Colégio;2707503;AL;Alagoas;240.310
3984;Porto Rico do Maranhão;2109056;MA;Maranhão;224.300
637;Porto Seguro;2925303;BA;Bahia;2 408.594
3167;Potengi;2311207;CE;Ceará;338.723
1422;Potiraguá;2925402;BA;Bahia;989.471
2808;Potiretama;2311231;CE;Ceará;409.238
3933;Poço Branco;2410108;RN; Rio Grande do Norte;230.370
5153;Poço Dantas;2512036;PB;Paraíba;97.249
3415;Poço das Trincheiras;2707206;AL;Alagoas;302.916
5148;Poço de José de Moura;2512077;PB;Paraíba;97.888
1207;Poço Redondo;2805406;SE;Sergipe;1 212.461
2709;Poço Verde;2805505;SE;Sergipe;430.973
4209;Poção;2611200;PE;Pernambuco;199.742
2012;Poção de Pedras;2108900;MA;Maranhão;655.179
1458;Poções;2925105;BA;Bahia;962.857
879;Prado;2925501;BA;Bahia;1 664.536
4285;Prata;2512200;PB;Paraíba;192.012
4236;Prata do Piauí;2208601;PI;Piauí;196.323
3837;Presidente Dutradesambiguação;2925600;BA;Bahia;243.922
1731;Presidente Dutradesambiguação;2109106;MA;Maranhão;793.853
2658;Presidente Juscelinodesambiguação;2109205;MA;Maranhão;442.135
4502;Presidente Juscelinodesambiguação;2410306;RN; Rio Grande do Norte;167.348
1098;Presidente Jânio Quadros;2925709;BA;Bahia;1 327.379
2677;Presidente Médicidesambiguação;2109239;MA;Maranhão;437.665
1861;Presidente Sarney;2109270;MA;Maranhão;724.164
2783;Presidente Tancredo Neves;2925758;BA;Bahia;414.912
2571;Presidente Vargas;2109304;MA;Maranhão;467.323
5044;Primavera;2611408;PE;Pernambuco;109.942
1067;Primeira Cruz;2109403;MA;Maranhão;1 367.833
3003;Princesa Isabel;2512309;PB;Paraíba;368.067
5174;Propriá;2805703;SE;Sergipe;95.041
2427;Pureza;2410405;RN; Rio Grande do Norte;504.317
5349;Puxinanã;2512408;PB;Paraíba;73.673
2002;Pão de Açúcar;2706406;AL;Alagoas;658.955
2261;Pé de Serra;2924058;BA;Bahia;558.438
3435;Quebrangulo;2707602;AL;Alagoas;299.922
978;Queimada Nova;2208650;PI;Piauí;1 499.865
2809;Queimadas;2512507;PB;Paraíba;409.196
712;Queimadasdesambiguação;2925808;BA;Bahia;2 097.668
1145;Quijingue;2925907;BA;Bahia;1 271.069
3931;Quipapá;2611507;PE;Pernambuco;230.614
1370;Quiterianópolis;2311264;CE;Ceará;1 040.955
4107;Quixabadesambiguação;2611533;PE;Pernambuco;209.964
3004;Quixabeira;2925931;BA;Bahia;368.017
4970;Quixabá;2512606;PB;Paraíba;116.946
744;Quixadá;2311306;CE;Ceará;2 019.816
2258;Quixelô;2311355;CE;Ceará;559.760
461;Quixeramobim;2311405;CE;Ceará;3 275.838
2106;Quixeré;2311504;CE;Ceará;616.825
5317;Rafael Fernandes;2410504;RN; Rio Grande do Norte;78.230
5137;Rafael Godeiro;2410603;RN; Rio Grande do Norte;100.073
1183;Rafael Jambeiro;2925956;BA;Bahia;1 234.248
5408;Raposa;2109452;MA;Maranhão;64.182
4054;Recife;2611606;PE;Pernambuco;217.494
3976;Redenção;2311603;CE;Ceará;225.626
614;Redenção do Gurguéia;2208700;PI;Piauí;2 468.006
1158;Regeneração;2208809;PI;Piauí;1 257.157
323;Remanso;2926004;BA;Bahia;4 693.505
4420;Remígio;2512705;PB;Paraíba;178.064
2937;Reriutaba;2311702;CE;Ceará;383.119
4167;Retirolândia;2926103;BA;Bahia;203.786
4885;Riacho da Cruz;2410702;RN; Rio Grande do Norte;127.221
3328;Riacho das Almas;2611705;PE;Pernambuco;313.990
565;Riacho de Santanadesambiguação;2926400;BA;Bahia;2 698.465
4874;Riacho de Santanadesambiguação;2410801;RN; Rio Grande do Norte;128.104
5214;Riacho de Santo Antônio;2512788;PB;Paraíba;91.322
3682;Riacho dos Cavalos;2512804;PB;Paraíba;264.027
679;Riacho Frio;2208858;PI;Piauí;2 221.950
3688;Riachuelodesambiguação;2410900;RN; Rio Grande do Norte;262.873
5315;Riachuelodesambiguação;2805901;SE;Sergipe;78.480
252;Riachão das Neves;2926202;BA;Bahia;5 840.191
5515;Riachão do Bacamarte;2512754;PB;Paraíba;38.369
2352;Riachão do Dantas;2805802;SE;Sergipe;528.256
1219;Riachão do Jacuípe;2926301;BA;Bahia;1 199.201
5514;Riachão do Poço;2512762;PB;Paraíba;39.067
233;Riachãodesambiguação;2109502;MA;Maranhão;6 373.153
5222;Riachãodesambiguação;2512747;PB;Paraíba;90.150
1549;Ribamar Fiquene;2109551;MA;Maranhão;900.483
1920;Ribeira do Amparo;2926509;BA;Bahia;699.342
1419;Ribeira do Piauí;2208874;PI;Piauí;990.678
1708;Ribeira do Pombal;2926608;BA;Bahia;807.137
375;Ribeiro Gonçalves;2208908;PI;Piauí;3 979.036
3511;Ribeirão;2611804;PE;Pernambuco;287.987
1194;Ribeirão do Largo;2926657;BA;Bahia;1 222.153
3691;Ribeirópolis;2806008;SE;Sergipe;261.548
1360;Rio de Contas;2926707;BA;Bahia;1 052.302
1424;Rio do Antônio;2926806;BA;Bahia;986.990
4668;Rio do Fogo;2408953;RN; Rio Grande do Norte;150.282
1564;Rio do Pires;2926905;BA;Bahia;889.359
3871;Rio Formoso;2611903;PE;Pernambuco;239.814
2126;Rio Grande do Piauí;2209005;PI;Piauí;611.011
3363;Rio Largo;2707701;AL;Alagoas;309.425
1969;Rio Realdesambiguação;2927002;BA;Bahia;675.911
2576;Rio Tintodesambiguação;2512903;PB;Paraíba;466.397
595;Rodelas;2927101;BA;Bahia;2 575.088
4614;Rodolfo Fernandes;2411007;RN; Rio Grande do Norte;154.840
1950;Rosário;2109601;MA;Maranhão;685.027
5090;Rosário do Catete;2806107;SE;Sergipe;105.413
4864;Roteiro;2707800;AL;Alagoas;129.288
925;Russas;2311801;CE;Ceará;1 588.105
703;Ruy Barbosa;2927200;BA;Bahia;2 128.936
4895;Ruy Barbosa;2411106;RN; Rio Grande do Norte;125.813
1055;Saboeiro;2311900;CE;Ceará;1 383.472
4247;Sairé;2612000;PE;Pernambuco;195.457
4364;Salgadinhodesambiguação;2513000;PB;Paraíba;184.237
5232;Salgadinhodesambiguação;2612109;PE;Pernambuco;88.812
4238;Salgado de São Félix;2513109;PB;Paraíba;196.092
3798;Salgadodesambiguação;2806206;SE;Sergipe;248.453
894;Salgueiro;2612208;PE;Pernambuco;1 639.264
4690;Salinas da Margarida;2927309;BA;Bahia;148.327
1550;Salitre;2311959;CE;Ceará;899.824
3776;Saloá;2612307;PE;Pernambuco;252.080
1903;Salvador;2927408;BA;Bahia;706.799
612;Sambaíba;2109700;MA;Maranhão;2 478.569
3741;Sanharó;2612406;PE;Pernambuco;256.183
1611;Santa Brígida;2927606;BA;Bahia;848.873
3170;Santa Bárbara;2927507;BA;Bahia;338.574
3959;Santa Cecília;2513158;PB;Paraíba;227.838
951;Santa Cruz Cabrália;2927705;BA;Bahia;1 550.791
4986;Santa Cruz da Baixa Verde;2612471;PE;Pernambuco;114.931
3787;Santa Cruz da Vitória;2927804;BA;Bahia;250.035
3191;Santa Cruz do Capibaribe;2612505;PE;Pernambuco;335.526
2124;Santa Cruz do Piauí;2209104;PI;Piauí;611.501
1427;Santa Cruz dos Milagres;2209153;PI;Piauí;984.084
4105;Santa Cruzdesambiguação;2513208;PB;Paraíba;210.152
1160;Santa Cruzdesambiguação;2612455;PE;Pernambuco;1 255.905
2089;Santa Cruzdesambiguação;2411205;RN; Rio Grande do Norte;624.390
1405;Santa Filomena;2612554;PE;Pernambuco;1 005.062
288;Santa Filomena;2209203;PI;Piauí;5 285.447
2843;Santa Filomena do Maranhão;2109759;MA;Maranhão;403.849
657;Santa Helena (território);2109809;MA;Maranhão;2 308.403
4101;Santa Helena (território);2513307;PB;Paraíba;210.317
3070;Santa Inês;2927903;BA;Bahia;356.193
2821;Santa Inês;2109908;MA;Maranhão;407.681
3259;Santa Inês;2513356;PB;Paraíba;324.422
1235;Santa Luz;2209302;PI;Piauí;1 186.831
3225;Santa Luzia do Itanhy;2806305;SE;Sergipe;329.496
5546;Santa Luzia do Norte;2707909;AL;Alagoas;28.541
1543;Santa Luzia do Paruá;2110039;MA;Maranhão;904.946
1751;Santa Luziadesambiguação;2928059;BA;Bahia;785.193
243;Santa Luziadesambiguação;2110005;MA;Maranhão;6 133.424
2613;Santa Luziadesambiguação;2513406;PB;Paraíba;455.702
517;Santa Maria da Boa Vista;2612604;PE;Pernambuco;3 001.168
786;Santa Maria da Vitória;2928109;BA;Bahia;1 890.695
5206;Santa Maria do Cambucá;2612703;PE;Pernambuco;92.145
4028;Santa Mariadesambiguação;2409332;RN; Rio Grande do Norte;219.572
351;Santa Quitéria;2312205;CE;Ceará;4 260.681
708;Santa Quitéria do Maranhão;2110104;MA;Maranhão;2 112.890
245;Santa Rita de Cássia;2928406;BA;Bahia;6 071.116
1745;Santa Ritadesambiguação;2110203;MA;Maranhão;786.081
1857;Santa Ritadesambiguação;2513703;PB;Paraíba;726.565
5391;Santa Rosa de Lima;2806503;SE;Sergipe;67.607
3069;Santa Rosa do Piauí;2209377;PI;Piauí;356.237
1896;Santa Teresinha;2928505;BA;Bahia;710.313
3055;Santa Teresinha;2513802;PB;Paraíba;357.942
4244;Santa Terezinha;2612802;PE;Pernambuco;195.584
921;Santaluz;2928000;BA;Bahia;1 597.202
2851;Santana de Mangueira;2513505;PB;Paraíba;402.151
1448;Santana do Acaraú;2312007;CE;Ceará;969.323
1780;Santana do Cariri;2312106;CE;Ceará;768.768
2676;Santana do Ipanema;2708006;AL;Alagoas;437.847
1319;Santana do Maranhão;2110237;MA;Maranhão;1 094.650
1027;Santana do Matos;2411403;RN; Rio Grande do Norte;1 420.313
3989;Santana do Mundaú;2708105;AL;Alagoas;223.615
4756;Santana do Piauí;2209351;PI;Piauí;140.688
4330;Santana do Seridó;2411429;RN; Rio Grande do Norte;188.402
5495;Santana do São Francisco;2806404;SE;Sergipe;46.340
3082;Santana dos Garrotes;2513604;PB;Paraíba;353.813
753;Santanadesambiguação;2928208;BA;Bahia;1 999.407
3788;Santanópolis;2928307;BA;Bahia;250.027
5345;Santarémdesambiguação;2513653;PB;Paraíba;74.005
3902;Santo Amaro das Brotas;2806602;SE;Sergipe;234.654
918;Santo Amaro do Maranhão;2110278;MA;Maranhão;1 601.164
2388;Santo Amarodesambiguação;2928604;BA;Bahia;518.260
3978;Santo André;2513851;PB;Paraíba;225.166
3717;Santo Antônio de Jesus;2928703;BA;Bahia;259.213
2881;Santo Antônio de Lisboa;2209401;PI;Piauí;395.799
1776;Santo Antônio dos Lopes;2110302;MA;Maranhão;770.190
5534;Santo Antônio dos Milagres;2209450;PI;Piauí;33.152
3427;Santo Antôniodesambiguação;2411502;RN; Rio Grande do Norte;301.052
3015;Santo Estêvão;2928802;BA;Bahia;365.141
1558;Santo Inácio do Piauí;2209500;PI;Piauí;895.671
4901;Sapeaçu;2929602;BA;Bahia;125.582
3317;Sapé;2515302;PB;Paraíba;316.330
5506;Satuba;2708907;AL;Alagoas;42.559
2138;Satubinha;2111722;MA;Maranhão;605.838
4577;Saubara;2929750;BA;Bahia;158.933
2448;Saúde;2929800;BA;Bahia;499.722
544;Seabra;2929909;BA;Bahia;2 825.016
1395;Sebastião Barros;2210623;PI;Piauí;1 013.926
750;Sebastião Laranjeiras;2930006;BA;Bahia;2 004.185
498;Sebastião Leal;2210631;PI;Piauí;3 111.103
2731;Senador Alexandre Costa;2111748;MA;Maranhão;426.461
4500;Senador Elói de Souza;2413102;RN; Rio Grande do Norte;167.592
5548;Senador Georgino Avelino;2413201;RN; Rio Grande do Norte;26.383
1819;Senador La Rocque;2111763;MA;Maranhão;746.738
1408;Senador Pompeu;2312700;CE;Ceará;1 002.127
3045;Senador Rui Palmeira;2708956;AL;Alagoas;359.667
2715;Senador Sá;2312809;CE;Ceará;430.580
1689;Senhor do Bonfim;2930105;BA;Bahia;816.697
95;Sento Sé;2930204;BA;Bahia;12 871.039
3600;Seridó;2515401;PB;Paraíba;276.460
1836;Serra Branca;2515500;PB;Paraíba;737.743
5545;Serra da Raiz;2515609;PB;Paraíba;28.984
5161;Serra de São Bento;2413300;RN; Rio Grande do Norte;96.635
2108;Serra do Mel;2413359;RN; Rio Grande do Norte;616.509
571;Serra do Ramalho;2930154;BA;Bahia;2 677.366
1015;Serra Dourada;2930303;BA;Bahia;1 441.545
5270;Serra Grande;2515708;PB;Paraíba;83.473
2249;Serra Negra do Norte;2413409;RN; Rio Grande do Norte;562.395
2329;Serra Preta;2930402;BA;Bahia;536.892
5460;Serra Redonda;2515807;PB;Paraíba;55.906
521;Serra Talhada;2613909;PE;Pernambuco;2 979.974
1215;Serrano do Maranhão;2111789;MA;Maranhão;1 207.043
5336;Serraria;2515906;PB;Paraíba;75.397
4919;Serrinha dos Pintos;2413557;RN; Rio Grande do Norte;122.644
2234;Serrinhadesambiguação;2930501;BA;Bahia;568.405
4266;Serrinhadesambiguação;2413508;RN; Rio Grande do Norte;193.352
915;Serrita;2614006;PE;Pernambuco;1 603.599
2973;Serrolândia;2930600;BA;Bahia;373.762
630;Sertânia;2614105;PE;Pernambuco;2 421.511
5536;Sertãozinhodesambiguação;2515930;PB;Paraíba;32.798
4588;Severiano Melo;2413607;RN; Rio Grande do Norte;157.833
1431;Sigefredo Pacheco;2210656;PI;Piauí;982.074
1044;Simplício Mendes;2210805;PI;Piauí;1 398.952
2259;Simão Dias;2807105;SE;Sergipe;559.615
4284;Simões Filho;2930709;BA;Bahia;192.163
1387;Simõesdesambiguação;2210706;PI;Piauí;1 023.917
2952;Sirinhaém;2614204;PE;Pernambuco;378.790
4490;Siriridesambiguação;2807204;SE;Sergipe;168.956
1101;Sobradinhodesambiguação;2930774;BA;Bahia;1 322.661
5420;Sobradodesambiguação;2515971;PB;Paraíba;63.093
705;Sobraldesambiguação;2312908;CE;Ceará;2 122.989
1932;Socorro do Piauí;2210904;PI;Piauí;692.990
2257;Soledadedesambiguação;2516102;PB;Paraíba;560.062
4781;Solidão;2614402;PE;Pernambuco;138.399
960;Solonópole;2313005;CE;Ceará;1 536.158
3665;Solânea;2516003;PB;Paraíba;265.921
4615;Sossêgo;2516151;PB;Paraíba;154.795
1632;Sousadesambiguação;2516201;PB;Paraíba;842.487
1316;Souto Soares;2930808;BA;Bahia;1 095.850
1416;Sucupira do Norte;2111904;MA;Maranhão;991.926
2241;Sucupira do Riachão;2111953;MA;Maranhão;564.974
1640;Sumé;2516300;PB;Paraíba;838.058
3767;Surubim;2614501;PE;Pernambuco;252.845
4024;Sussuapara;2210938;PI;Piauí;220.074
1441;Sátiro Dias;2929701;BA;Bahia;974.549
3171;São Benedito;2312304;CE;Ceará;338.149
1511;São Benedito do Rio Preto;2110401;MA;Maranhão;931.592
4594;São Benedito do Sul;2612901;PE;Pernambuco;156.782
4240;São Bentinho;2513927;PB;Paraíba;195.964
2601;São Bento;2110500;MA;Maranhão;459.452
3801;São Bento;2513901;PB;Paraíba;248.198
3506;São Bento do Norte;2411601;RN; Rio Grande do Norte;288.637
4301;São Bento do Trairí;2411700;RN; Rio Grande do Norte;190.816
1855;São Bento do Una;2613008;PE;Pernambuco;726.964
1401;São Bernardo;2110609;MA;Maranhão;1 006.657
2142;São Braz do Piauí;2209559;PI;Piauí;604.081
4761;São Brás;2708204;AL;Alagoas;139.884
2942;São Caetano;2613107;PE;Pernambuco;382.475
2679;São Cristóvão;2806701;SE;Sergipe;437.437
80;São Desidério;2928901;BA;Bahia;14 819.585
3662;São Domingos;2928950;BA;Bahia;265.375
5116;São Domingos;2806800;SE;Sergipe;102.470
4489;São Domingos de Pombal;2513968;PB;Paraíba;169.103
1356;São Domingos do Azeitão;2110658;MA;Maranhão;1 058.637
4000;São Domingos do Cariri;2513943;PB;Paraíba;222.159
1121;São Domingos do Maranhão;2110708;MA;Maranhão;1 303.155
4227;São Felipe;2929107;BA;Bahia;197.898
2840;São Fernando;2411809;RN; Rio Grande do Norte;404.415
1633;São Francisco de Assis do Piauí;2209658;PI;Piauí;842.453
1821;São Francisco do Brejão;2110856;MA;Maranhão;745.593
3658;São Francisco do Conde;2929206;BA;Bahia;266.631
558;São Francisco do Maranhão;2110906;MA;Maranhão;2 745.804
5335;São Francisco do Oeste;2411908;RN; Rio Grande do Norte;75.550
1089;São Francisco do Piauí;2209708;PI;Piauí;1 340.654
5172;São Franciscodesambiguação;2513984;PB;Paraíba;95.054
5283;São Franciscodesambiguação;2806909;SE;Sergipe;82.565
740;São Félix de Balsas;2110807;MA;Maranhão;2 032.302
1622;São Félix do Coribe;2929057;BA;Bahia;846.123
2007;São Félix do Piauí;2209609;PI;Piauí;656.520
5169;São Félixdesambiguação;2929008;BA;Bahia;95.502
1262;São Gabriel;2929255;BA;Bahia;1 156.798
1645;São Gonçalo do Amarantedesambiguação;2312403;CE;Ceará;834.394
3780;São Gonçalo do Amarantedesambiguação;2412005;RN; Rio Grande do Norte;251.308
1054;São Gonçalo do Gurguéia;2209757;PI;Piauí;1 385.307
4698;São Gonçalo do Piauí;2209807;PI;Piauí;147.592
3472;São Gonçalo dos Campos;2929305;BA;Bahia;293.989
3851;São Joaquim do Monte;2613305;PE;Pernambuco;242.629
5382;São José da Coroa Grande;2613404;PE;Pernambuco;69.196
3401;São José da Lagoa Tapada;2514206;PB;Paraíba;304.419
3676;São José da Laje;2708303;AL;Alagoas;264.674
2381;São José da Tapera;2708402;AL;Alagoas;519.626
5474;São José da Vitória;2929354;BA;Bahia;53.395
4434;São José de Caiana;2514305;PB;Paraíba;176.326
1860;São José de Espinharas;2514404;PB;Paraíba;725.654
3473;São José de Mipibu;2412203;RN; Rio Grande do Norte;293.877
1966;São José de Piranhas;2514503;PB;Paraíba;677.292
4582;São José de Princesa;2514552;PB;Paraíba;158.021
2915;São José de Ribamar;2111201;MA;Maranhão;386.282
989;São José do Belmonte;2613503;PE;Pernambuco;1 479.964
4648;São José do Bonfim;2514602;PB;Paraíba;152.135
3765;São José do Brejo do Cruz;2514651;PB;Paraíba;253.017
3155;São José do Campestre;2412302;RN; Rio Grande do Norte;341.103
3299;São José do Divinodesambiguação;2210052;PI;Piauí;319.114
1734;São José do Egito;2613602;PE;Pernambuco;791.901
2998;São José do Jacuípe;2929370;BA;Bahia;369.229
1090;São José do Peixe;2210102;PI;Piauí;1 339.496
3216;São José do Piauí;2210201;PI;Piauí;330.719
4138;São José do Sabugi;2514701;PB;Paraíba;206.914
4444;São José do Seridó;2412401;RN; Rio Grande do Norte;174.504
3026;São José dos Basílios;2111250;MA;Maranhão;362.617
2771;São José dos Cordeiros;2514800;PB;Paraíba;417.744
5146;São José dos Ramos;2514453;PB;Paraíba;98.229
1937;São João Batista;2111003;MA;Maranhão;690.676
2551;São João da Canabrava;2209856;PI;Piauí;470.954
1783;São João da Fronteira;2209872;PI;Piauí;764.742
1459;São João da Serradesambiguação;2209906;PI;Piauí;962.258
2883;São João da Varjota;2209955;PI;Piauí;395.368
4080;São João do Arraial;2209971;PI;Piauí;213.351
1914;São João do Cariri;2514008;PB;Paraíba;701.856
2113;São João do Carú;2111029;MA;Maranhão;615.749
3564;São João do Jaguaribe;2312502;CE;Ceará;280.436
729;São João do Paraísodesambiguação;2111052;MA;Maranhão;2 053.830
962;São João do Piauí;2210003;PI;Piauí;1 532.432
2537;São João do Rio do Peixe;2500700;PB;Paraíba;474.426
3593;São João do Sabugi;2412104;RN; Rio Grande do Norte;277.010
1018;São João do Soter;2111078;MA;Maranhão;1 438.020
1691;São João do Tigre;2514107;PB;Paraíba;816.111
977;São João dos Patos;2111102;MA;Maranhão;1 500.661
3832;São Joãodesambiguação;2613206;PE;Pernambuco;244.437
3445;São Juliãodesambiguação;2210300;PI;Piauí;298.106
3678;São Lourenço da Mata;2613701;PE;Pernambuco;264.346
1956;São Lourenço do Piauí;2210359;PI;Piauí;683.661
4026;São Luis do Piauí;2210375;PI;Piauí;219.895
4921;São Luís do Curu;2312601;CE;Ceará;122.420
2842;São Luís do Quitunde;2708501;AL;Alagoas;404.005
1452;São Luís Gonzaga do Maranhão;2111409;MA;Maranhão;968.554
1659;São Luísdesambiguação;2111300;MA;Maranhão;827.141
2342;São Mamededesambiguação;2514909;PB;Paraíba;530.724
1754;São Mateus do Maranhão;2111508;MA;Maranhão;783.224
4465;São Miguel;2412500;RN; Rio Grande do Norte;171.690
2928;São Miguel da Baixa Grande;2210383;PI;Piauí;384.188
4130;São Miguel das Matas;2929404;BA;Bahia;207.446
5203;São Miguel de Taipu;2515005;PB;Paraíba;92.524
3151;São Miguel de Touros;2412559;RN; Rio Grande do Norte;342.445
